bb_idx,MT_MHCnuggets,WT_MHCnuggets
2856,-30608.27,-31078.93
2857,-5607.23,-5608.47
2858,-30442.29,-33540.63
2859,-4975.23,-4985.18
2860,-17690.28,-15957.58
2861,-36133.34,-36242.71
2862,-5519.66,-5534.39
2863,-36731.14,-37439.27
2864,-4989.79,-4993.85
2865,-19307.55,-14058.84
2866,-31657.98,-31189.93
2867,-5633.04,-5624.33
2868,-28386.21,-26843.64
2869,-4936.59,-4950.41
2870,-22585.04,-23450.87
2871,-31868.87,-32779.27
2872,-5614.61,-5530.75
2873,-24100.01,-20052.04
2874,-4975.64,-4985.57
2875,-24583.59,-27081.1
2876,-30671.43,-30017.64
2877,-5623.82,-5612.44
2878,-33940.03,-29140.21
2879,-4978.08,-4979.87
2880,-12138.11,-16459.1
2881,-30748.47,-33830.22
2882,-5686.3,-5735.58
2883,-37443.12,-36886.56
2884,-4987.8,-4990.78
2885,-10173.91,-7042.83
2886,-34247.96,-35238.24
2887,-5627.41,-5629.53
2888,-27952.85,-28168.44
2889,-4983.06,-4984.44
2890,-289.02,-170.59
2891,-19643.46,-19833.56
2892,-5555.68,-5568.95
2893,-36121.24,-36089.78
2894,-4936.41,-4949.19
2895,-5199.82,-7331.47
2896,-33452.23,-33718.94
2897,-5600.47,-5606.31
2898,-37937.61,-38192.24
2899,-4977.7,-4975.8
2900,-16147.97,-13005.33
2901,-33817.3,-34146.19
2902,-5618.82,-5731.38
2903,-35580.45,-36393.38
2904,-4985.24,-4984.9
2905,-21967.1,-13935.81
2906,-36734.82,-36824.99
2907,-5615.64,-5607.86
2908,-8653.12,-28271.71
2909,-4975.43,-4974.18
2910,-7842.92,-11348.73
2911,-33699.45,-35067.2
2912,-5586.29,-5598.36
2913,-32281.43,-19326.0
2914,-4751.03,-4884.83
2915,-9062.34,-7394.64
2916,-29645.65,-26867.53
2917,-5594.13,-5597.73
2918,-23622.16,-11624.91
2919,-4995.33,-4988.46
2920,-25609.28,-22064.32
2921,-35969.38,-35191.19
2922,-5636.37,-5668.18
2923,-16940.73,-14177.55
2924,-4944.07,-4941.92
2925,-20145.07,-16205.08
2926,-30686.45,-30740.79
2927,-5630.33,-5625.7
2928,-6346.1,-11499.17
2929,-4976.74,-4976.41
2930,-34655.57,-34139.68
2931,-37259.25,-36252.42
2932,-5688.8,-5697.72
2933,-35129.72,-35464.23
2934,-4935.92,-4936.6
2935,-27067.84,-27128.23
2936,-38291.43,-37932.68
2937,-5590.76,-5605.28
2938,-11918.51,-24187.04
2939,-4986.01,-4985.97
2940,-24344.02,-18250.96
2941,-19650.19,-19909.05
2942,-5594.0,-5595.44
2943,-34011.61,-31889.2
2944,-4979.25,-4975.13
2945,-30178.25,-18668.02
2946,-32297.86,-32075.23
2947,-5612.77,-5605.83
2948,-31524.57,-31870.33
2949,-4989.04,-4989.16
2950,-15433.86,-12421.64
2951,-36174.99,-35794.4
2952,-5606.89,-5604.8
2953,-25343.73,-23426.19
2954,-31596.2,-33305.46
2955,-30730.89,-31510.12
2956,-8195.7,-5223.14
2957,-271.21,-74.29
2958,-5633.82,-5627.71
2959,-25057.84,-25922.95
2960,-36190.52,-36997.43
2961,-28464.73,-27785.11
2962,-318.82,-347.6
2963,-5182.06,-6345.43
2964,-5698.02,-5692.82
2965,-21986.16,-23140.97
2966,-19650.72,-24802.04
2967,-25649.39,-25836.66
2968,-1179.37,-1661.19
2969,-149.42,-439.27
2970,-5573.29,-5595.21
2971,-28370.37,-28389.27
2972,-32553.19,-34011.76
2973,-32492.76,-31140.73
2974,-202.7,-166.49
2975,-286.78,-450.52
2976,-5609.96,-5616.71
2977,-29630.49,-29724.96
2978,-31222.97,-31601.51
2979,-27950.56,-28589.27
2980,-137.34,-126.86
2981,-4998.18,-3841.01
2982,-5627.05,-5636.53
2983,-20061.24,-24432.03
2984,-15080.67,-21945.63
2985,-27508.2,-31922.46
2986,-1266.19,-1277.23
2987,-6561.43,-8694.98
2988,-5652.96,-5662.25
2989,-20832.55,-19660.69
2990,-36402.87,-34466.54
2991,-32519.93,-32609.87
2992,-2179.48,-1989.93
2993,-967.73,-916.77
2994,-5559.59,-5587.36
2995,-27951.09,-26920.55
2996,-14274.65,-17748.69
2997,-30017.75,-31272.98
2998,-102.2,-199.75
2999,-1052.54,-1000.0
3000,-5635.3,-5635.66
3001,-29477.04,-28587.85
3002,-30504.32,-32493.88
3003,-34910.99,-35561.28
3004,-15.78,-29.88
3005,-8262.56,-9481.06
3006,-5685.8,-5647.16
3007,-21537.03,-17691.75
3008,-24291.7,-18819.81
3009,-23493.88,-23295.31
3010,-622.72,-1098.64
3011,-252.49,-300.53
3012,-5659.09,-5656.03
3013,-25439.44,-24699.54
3014,-36526.95,-35481.32
3015,-28930.11,-32084.37
3016,-3748.02,-2641.5
3017,-610.29,-1086.22
3018,-5642.62,-5640.73
3019,-28402.78,-28353.68
3020,-36174.57,-33794.56
3021,-18057.96,-32762.87
3022,-36.88,-35.2
3023,-1785.25,-1197.58
3024,-5666.85,-5657.66
3025,-5078.38,-16770.05
3026,-25391.53,-7705.38
3027,-3434.61,-7883.12
3028,-162.29,-192.7
3029,-2746.55,-1705.09
3030,-5677.5,-5656.65
3031,-25289.49,-26531.95
3032,-23495.85,-25761.41
3033,-28531.41,-30787.48
3034,-2257.73,-8539.93
3035,-8384.98,-17854.7
3036,-5683.15,-5656.85
3037,-28285.36,-29004.27
3038,-35233.86,-35825.3
3039,-32858.47,-34202.73
3040,-942.41,-1702.91
3041,-3091.96,-2236.99
3042,-5701.01,-5684.8
3043,-29144.6,-28651.72
3044,-28439.76,-31976.12
3045,-31723.85,-30828.63
3046,-53.09,-294.33
3047,-2044.71,-1228.42
3048,-5661.15,-5652.13
3049,-27660.61,-27824.73
3050,-31286.84,-33349.19
3051,-30894.29,-30808.29
3052,-625.27,-1893.33
3053,-3618.85,-2535.24
3054,-5663.21,-5653.92
3055,-28384.59,-29342.69
3056,-34909.61,-35401.79
3057,-35355.78,-34785.18
3058,-114.64,-654.68
3059,-3458.68,-2487.5
3060,-5661.47,-5649.77
3061,-29146.6,-29074.73
3062,-128.1,-985.67
3063,-30756.46,-29285.18
3064,-74.22,-1138.6
3065,-6819.56,-13619.72
3066,-5664.79,-5670.48
3067,-27650.28,-24625.32
3068,-19282.96,-33549.5
3069,-28450.21,-28406.58
3070,-99.63,-765.82
3071,-1365.18,-6503.06
3072,-5635.41,-5639.56
3073,-30055.02,-28950.2
3074,-9654.87,-21305.87
3075,-29720.05,-28502.49
3076,-58.69,-1731.3
3077,-12218.83,-9828.04
3078,-5637.28,-5649.62
3079,-12010.45,-17253.51
3080,-24925.52,-31839.87
3081,-21536.21,-29666.78
3082,-56.77,-52.91
3083,-1662.24,-1350.32
3084,-5651.32,-5644.18
3085,-25174.37,-24294.58
3086,-14228.22,-21711.41
3087,-21949.65,-25012.81
3088,-1567.25,-1838.73
3089,-27.15,-155.81
3090,-5588.14,-5579.23
3091,-29663.67,-29262.77
3092,-26792.75,-26019.83
3093,-3886.79,-5912.65
3094,-15.94,-23.25
3095,-6053.6,-3499.78
3096,-5595.3,-5592.51
3097,-28737.55,-28168.12
3098,-33433.4,-31642.51
3099,-14104.57,-14814.28
3100,-288.22,-281.38
3101,-12508.79,-11423.4
3102,-5629.17,-5624.33
3103,-6294.89,-5388.78
3104,-17970.62,-19786.46
3105,-15328.55,-15580.43
3106,-49.59,-87.84
3107,-639.2,-931.93
3108,-5619.53,-5615.64
3109,-27881.18,-26346.43
3110,-24727.88,-24091.62
3111,-12295.21,-17706.89
3112,-114.34,-221.71
3113,-8128.58,-6557.12
3114,-5626.79,-5626.16
3115,-29179.52,-29643.34
3116,-31978.59,-28491.01
3117,-2705.82,-21631.55
3118,-117.13,-92.17
3119,-15670.16,-7765.34
3120,-5639.05,-5657.89
3121,-10131.38,-18892.43
3122,-29026.85,-23026.38
3123,-24919.44,-30949.73
3124,-1962.96,-2934.85
3125,-6083.86,-1139.14
3126,-5622.44,-5626.33
3127,-27073.08,-29481.62
3128,-10837.45,-14891.91
3129,-20220.93,-28586.79
3130,-6.85,-64.98
3131,-1628.78,-1899.92
3132,-5630.05,-5614.49
3133,-28718.99,-29575.84
3134,-20307.14,-19441.51
3135,-27313.7,-20862.71
3136,-18.24,-15.41
3137,-1177.91,-3294.02
3138,-5648.74,-5648.8
3139,-29931.01,-29767.88
3140,-29536.93,-28668.52
3141,-27263.67,-27316.48
3142,-71.75,-103.68
3143,-1686.13,-3163.32
3144,-5665.05,-5669.66
3145,-20692.45,-16807.62
3146,-31282.72,-32272.83
3147,-30485.55,-29353.33
3148,-1696.23,-1249.88
3149,-47.53,-147.14
3150,-5641.67,-5636.15
3151,-10113.98,-6147.36
3152,-12846.29,-15831.04
3153,-21036.59,-19995.58
3154,-4823.66,-4219.22
3155,-1052.86,-1085.9
3156,-5641.07,-5642.95
3157,-27728.37,-22813.0
3158,-22955.9,-26670.1
3159,-3576.38,-1835.32
3160,-2433.07,-2686.16
3161,-4136.83,-436.99
3162,-5658.29,-5666.92
3163,-16444.89,-12203.36
3164,-33902.09,-30765.63
3165,-24694.96,-25815.65
3166,-1154.88,-486.72
3167,-2403.31,-2596.99
3168,-5663.57,-5680.93
3169,-22329.46,-22385.19
3170,-22498.97,-25179.58
3171,-32195.1,-32900.24
3172,-852.46,-1718.51
3173,-405.7,-528.68
3174,-5627.05,-5636.53
3175,-20061.24,-24432.03
3176,-15080.67,-21945.63
3177,-27508.2,-31922.46
3178,-1266.19,-1277.23
3179,-6561.43,-8694.98
3180,-5652.96,-5662.25
3181,-20832.55,-19660.69
3182,-36402.87,-34466.54
3183,-32519.93,-32609.87
3184,-2179.48,-1989.93
3185,-967.73,-916.77
3186,-5559.59,-5587.36
3187,-27951.09,-26920.55
3188,-14274.65,-17748.69
3189,-30017.75,-31272.98
3190,-102.2,-199.75
3191,-1052.54,-1000.0
3192,-5635.3,-5635.66
3193,-29477.04,-28587.85
3194,-30504.32,-32493.88
3195,-34910.99,-35561.28
3196,-15.78,-29.88
3197,-8262.56,-9481.06
3198,-5685.8,-5647.16
3199,-21537.03,-17691.75
3200,-24291.7,-18819.81
3201,-23493.88,-23295.31
3202,-622.72,-1098.64
3203,-252.49,-300.53
3204,-5659.09,-5656.03
3205,-25439.44,-24699.54
3206,-36526.95,-35481.32
3207,-28930.11,-32084.37
3208,-3748.02,-2641.5
3209,-610.29,-1086.22
3210,-5642.62,-5640.73
3211,-28402.78,-28353.68
3212,-36174.57,-33794.56
3213,-18057.96,-32762.87
3214,-36.88,-35.2
3215,-1785.25,-1197.58
3216,-5666.85,-5657.66
3217,-5078.38,-16770.05
3218,-25391.53,-7705.38
3219,-3434.61,-7883.12
3220,-162.29,-192.7
3221,-2746.55,-1705.09
3222,-5653.67,-5622.54
3223,-28677.37,-29226.04
3224,-24697.62,-32442.15
3225,-10291.39,-26820.2
3226,-125.59,-220.09
3227,-2783.46,-4791.41
3228,-5666.4,-5665.2
3229,-17527.52,-17949.09
3230,-15086.74,-19651.41
3231,-28423.76,-32248.4
3232,-1111.03,-321.21
3233,-216.88,-136.91
3234,-5593.57,-5598.93
3235,-30048.81,-30069.82
3236,-7653.45,-8654.17
3237,-27475.05,-27144.82
3238,-39.05,-37.82
3239,-13990.25,-21482.72
3240,-5635.79,-5643.89
3241,-30056.02,-29737.73
3242,-35738.12,-34895.13
3243,-32546.61,-32985.37
3244,-143.38,-75.88
3245,-7718.96,-14568.1
3246,-5690.42,-5726.89
3247,-26160.91,-24917.75
3248,-34055.99,-33028.58
3249,-32014.8,-32321.4
3250,-183.31,-162.11
3251,-2808.18,-6167.08
3252,-5634.03,-5628.64
3253,-29251.47,-28734.46
3254,-1118.95,-3273.16
3255,-21031.7,-26802.1
3256,-722.71,-362.65
3257,-103.03,-80.61
3258,-5609.06,-5609.15
3259,-29237.34,-28718.03
3260,-3837.0,-5346.29
3261,-21527.84,-22104.12
3262,-804.8,-231.97
3263,-14852.45,-14315.18
3264,-5645.59,-5629.51
3265,-25681.2,-26752.46
3266,-30832.36,-32932.42
3267,-5882.73,-6766.23
3268,-525.69,-117.06
3269,-4791.12,-8505.33
3270,-5677.83,-5701.65
3271,-20814.07,-22075.61
3272,-27898.32,-16369.15
3273,-29534.4,-29752.07
3274,-649.84,-1216.7
3275,-113.69,-25.11
3276,-5660.6,-5646.47
3277,-25571.2,-25188.27
3278,-23527.28,-23982.42
3279,-25865.07,-24263.72
3280,-1879.24,-7612.1
3281,-129.73,-100.55
3282,-5630.55,-5614.34
3283,-28460.82,-27057.93
3284,-27181.96,-21220.47
3285,-21573.13,-23518.59
3286,-56.4,-56.09
3287,-8032.81,-3020.76
3288,-5597.42,-5593.41
3289,-29892.26,-29707.22
3290,-29645.15,-26246.27
3291,-29091.39,-24607.39
3292,-15.62,-23.15
3293,-13340.13,-10770.73
3294,-5641.67,-5654.28
3295,-17773.45,-21730.08
3296,-37409.52,-36901.11
3297,-15778.0,-9190.49
3298,-1004.62,-1746.74
3299,-106.72,-799.46
3300,-5688.47,-5659.98
3301,-16324.42,-19545.31
3302,-34110.4,-32807.15
3303,-31970.18,-30543.49
3304,-1030.63,-1927.86
3305,-2071.66,-2511.09
3306,-5610.96,-5610.76
3307,-28267.22,-19674.75
3308,-23760.02,-28951.4
3309,-18156.18,-29163.51
3310,-44.43,-1774.11
3311,-2252.61,-320.55
3312,-5667.75,-5656.4
3313,-29602.84,-30083.69
3314,-35158.65,-34592.34
3315,-20470.16,-19150.18
3316,-673.12,-7081.72
3317,-6003.09,-376.13
3318,-5660.66,-5639.35
3319,-24050.42,-28482.69
3320,-31239.14,-22878.39
3321,-25236.42,-31474.54
3322,-4741.66,-11131.1
3323,-940.91,-3682.94
3324,-5680.76,-5680.49
3325,-20848.02,-22459.3
3326,-27266.97,-26088.37
3327,-33078.14,-31522.02
3328,-1297.5,-2891.02
3329,-598.58,-396.67
3330,-5658.73,-5672.17
3331,-25719.65,-25603.82
3332,-25954.59,-27523.27
3333,-31646.5,-31219.16
3334,-4871.27,-5768.17
3335,-2652.78,-829.2
3336,-5612.14,-5620.91
3337,-27823.94,-27854.83
3338,-28219.32,-29623.55
3339,-30835.91,-31648.95
3340,-161.71,-302.5
3341,-13375.73,-10304.47
3342,-5635.72,-5637.02
3343,-29460.38,-29717.62
3344,-30610.83,-29126.49
3345,-27964.75,-28986.2
3346,-159.89,-3458.42
3347,-17000.64,-19014.23
3348,-5664.59,-5660.43
3349,-28086.92,-27925.82
3350,-30259.88,-35008.59
3351,-27141.09,-28379.44
3352,-24.64,-2628.27
3353,-10428.39,-12968.8
3354,-5668.69,-5678.25
3355,-25311.16,-20526.9
3356,-30849.67,-32339.59
3357,-13919.97,-8306.02
3358,-23.51,-7494.55
3359,-10849.31,-431.67
3360,-5648.05,-5638.08
3361,-28911.52,-25995.12
3362,-31361.23,-36937.64
3363,-32094.34,-30716.98
3364,-99.89,-3651.74
3365,-214.27,-404.5
3366,-5684.99,-5642.35
3367,-25525.11,-22766.46
3368,-30880.95,-31175.86
3369,-31312.13,-32791.24
3370,-5243.29,-4925.71
3371,-1715.05,-3450.88
3372,-5654.56,-5656.83
3373,-22435.88,-22319.71
3374,-27907.96,-32904.81
3375,-29700.78,-30564.37
3376,-8167.02,-10269.81
3377,-241.25,-125.84
3378,-5642.43,-5641.41
3379,-27400.55,-26960.99
3380,-37518.41,-38024.09
3381,-27858.45,-28883.69
3382,-4050.95,-3529.37
3383,-2182.68,-1906.1
3384,-5652.5,-5646.46
3385,-26904.54,-26563.09
3386,-36784.86,-37146.74
3387,-11540.37,-17744.94
3388,-118.39,-66.45
3389,-4413.02,-2977.45
3390,-5651.49,-5651.43
3391,-11094.16,-10870.53
3392,-35667.69,-35732.9
3393,-25189.92,-26673.7
3394,-5418.7,-5249.11
3395,-10945.34,-13072.84
3396,-5615.13,-5615.57
3397,-24563.33,-21379.09
3398,-29244.77,-30012.01
3399,-33154.47,-33756.68
3400,-6352.92,-6810.81
3401,-5272.52,-6051.79
3402,-5610.25,-5618.23
3403,-21403.62,-10692.99
3404,-27688.2,-29445.82
3405,-31234.57,-31394.74
3406,-3996.74,-5448.37
3407,-218.99,-515.88
3408,-5708.72,-5658.8
3409,-17156.75,-8812.78
3410,-32998.27,-34708.71
3411,-31697.72,-31158.35
3412,-5976.7,-4485.49
3413,-478.95,-1964.6
3414,-5617.52,-5637.86
3415,-25408.88,-24407.22
3416,-29268.49,-25572.7
3417,-28161.85,-26738.45
3418,-722.35,-529.76
3419,-3854.12,-1495.06
3420,-5668.7,-5698.37
3421,-18587.11,-21618.26
3422,-23313.28,-22484.78
3423,-33151.89,-32660.18
3424,-3402.03,-5572.7
3425,-3687.8,-788.87
3426,-5644.46,-5646.33
3427,-25659.77,-27761.65
3428,-20923.04,-18029.92
3429,-28762.71,-27376.02
3430,-238.47,-275.46
3431,-1101.14,-1120.35
3432,-5609.12,-5618.78
3433,-29677.73,-29954.19
3434,-32041.1,-32747.86
3435,-26408.69,-28697.65
3436,-60.99,-63.77
3437,-1163.05,-735.99
3438,-5652.55,-5658.51
3439,-23381.24,-23137.44
3440,-32256.92,-31342.26
3441,-32573.31,-31280.31
3442,-764.24,-684.33
3443,-91.45,-76.52
3444,-5631.37,-5634.82
3445,-28607.18,-28327.97
3446,-30881.57,-28887.24
3447,-22908.96,-19735.82
3448,-73.16,-69.77
3449,-248.08,-226.92
3450,-5648.09,-5651.2
3451,-28214.36,-28289.52
3452,-36150.35,-35572.9
3453,-30678.04,-7834.33
3454,-50.26,-37.6
3455,-1922.02,-4051.28
3456,-5623.34,-5625.24
3457,-23537.79,-15768.52
3458,-32807.95,-31356.98
3459,-16561.73,-21126.91
3460,-86.12,-197.06
3461,-7357.97,-6114.93
3462,-5633.1,-5641.9
3463,-30503.22,-28971.9
3464,-26661.75,-26573.35
3465,-17124.73,-19832.14
3466,-181.54,-27.44
3467,-577.37,-29.61
3468,-5659.7,-5655.51
3469,-29655.37,-28947.54
3470,-28916.65,-28351.07
3471,-32416.05,-32093.17
3472,-263.75,-81.03
3473,-182.04,-149.75
3474,-5597.25,-5622.83
3475,-28974.52,-29507.22
3476,-26378.69,-23394.06
3477,-31370.38,-30371.01
3478,-206.5,-56.89
3479,-2183.69,-978.82
3480,-5650.85,-5657.33
3481,-23899.07,-24583.6
3482,-32159.64,-32525.83
3483,-30012.77,-29625.93
3484,-2357.62,-2177.74
3485,-358.81,-779.82
3486,-5639.98,-5641.56
3487,-25272.94,-23068.38
3488,-18244.86,-7863.16
3489,-29795.54,-29001.71
3490,-1546.16,-404.08
3491,-3944.68,-6407.94
3492,-5617.96,-5625.78
3493,-27063.95,-26902.73
3494,-30910.61,-24797.64
3495,-27453.46,-27904.22
3496,-2024.67,-848.86
3497,-13659.38,-15881.91
3498,-5632.03,-5629.58
3499,-27627.53,-29633.64
3500,-28458.69,-16398.64
3501,-26146.28,-27227.11
3502,-9310.72,-3414.37
3503,-10560.58,-14148.81
3504,-5652.08,-5639.29
3505,-27900.82,-29350.6
3506,-22017.32,-2573.74
3507,-25242.7,-26774.94
3508,-2165.26,-54.77
3509,-2177.79,-3104.13
3510,-5654.88,-5654.22
3511,-27860.99,-28297.68
3512,-20018.76,-17886.99
3513,-28825.91,-29877.11
3514,-93.86,-271.32
3515,-1260.05,-4524.26
3516,-5623.11,-5616.68
3517,-27501.17,-27168.94
3518,-15395.76,-19713.3
3519,-28216.41,-27120.38
3520,-90.03,-606.17
3521,-3852.65,-5065.75
3522,-5628.53,-5631.04
3523,-29650.19,-29408.96
3524,-332.89,-1256.01
3525,-32931.39,-31588.02
3526,-5774.87,-5454.43
3527,-2565.02,-963.0
3528,-5653.48,-5650.63
3529,-23534.68,-25539.43
3530,-29806.97,-32069.43
3531,-27018.83,-23828.52
3532,-515.75,-521.13
3533,-10208.63,-6943.98
3534,-5658.58,-5653.4
3535,-23316.18,-25833.41
3536,-20585.24,-30316.95
3537,-26675.18,-23787.95
3538,-1253.84,-721.06
3539,-2279.97,-871.63
3540,-5648.58,-5644.86
3541,-25720.45,-27218.42
3542,-27480.64,-30736.25
3543,-30465.05,-30435.54
3544,-1426.31,-661.61
3545,-12630.13,-7912.18
3546,-5648.36,-5659.23
3547,-29918.31,-29394.07
3548,-6927.55,-20463.56
3549,-25270.17,-24372.57
3550,-1320.62,-2028.51
3551,-2015.48,-3072.11
3552,-4508.7,-5291.34
3553,-29457.52,-27872.62
3554,-22470.91,-24527.11
3555,-32344.52,-32432.12
3556,-1062.22,-946.65
3557,-1358.92,-3292.2
3558,-5615.69,-5692.86
3559,-28774.49,-28912.06
3560,-32955.58,-32711.03
3561,-27857.07,-29374.89
3562,-147.99,-540.93
3563,-818.44,-1007.34
3564,-5714.85,-5715.09
3565,-25747.73,-27456.58
3566,-32666.36,-31353.99
3567,-31470.7,-33180.4
3568,-1356.35,-3246.5
3569,-85.58,-104.5
3570,-5670.99,-5670.66
3571,-18309.28,-18758.66
3572,-35909.53,-36108.08
3573,-533.95,-474.33
3574,-66.31,-73.33
3575,-1878.02,-1183.51
3576,-5659.16,-5655.98
3577,-25132.83,-25999.81
3578,-35730.1,-36187.43
3579,-32362.74,-32238.19
3580,-100.85,-110.86
3581,-730.94,-680.22
3582,-5646.05,-5643.6
3583,-27609.25,-27657.42
3584,-787.26,-1452.54
3585,-22444.9,-18875.58
3586,-393.15,-1038.63
3587,-216.72,-70.36
3588,-5588.25,-5585.39
3589,-28835.85,-28954.92
3590,-2135.92,-3894.77
3591,-23893.42,-22132.88
3592,-445.39,-2267.2
3593,-12217.54,-12450.86
3594,-5630.07,-5634.24
3595,-27456.7,-26711.05
3596,-33164.83,-34760.99
3597,-27840.77,-25779.63
3598,-4241.28,-8073.46
3599,-5137.13,-8955.19
3600,-5615.21,-5627.6
3601,-26984.58,-25709.8
3602,-34044.04,-33672.3
3603,-31131.71,-29495.86
3604,-2767.82,-5847.34
3605,-467.51,-432.73
3606,-9960.3,-10056.36
3607,-38280.63,-37516.63
3608,-5793.28,-6042.14
3609,-28032.09,-16131.75
3610,-14224.37,-15744.07
3611,-37141.41,-38521.54
3612,-6020.98,-6017.07
3613,-30046.2,-32315.69
3614,-10984.52,-9782.94
3615,-38813.99,-38995.85
3616,-6025.33,-6061.3
3617,-37541.27,-38021.68
3618,-5511.69,-4567.11
3619,-37791.54,-37247.62
3620,-5855.1,-5859.38
3621,-28801.68,-28449.1
3622,-2616.79,-2604.94
3623,-8395.33,-7539.17
3624,-6062.02,-6067.01
3625,-22294.62,-24606.02
3626,-16395.17,-16889.83
3627,-37023.39,-36390.47
3628,-6029.01,-6026.27
3629,-8573.74,-6647.96
3630,-10377.39,-8389.08
3631,-36872.71,-35825.14
3632,-5814.61,-6019.37
3633,-2024.92,-2048.38
3634,-22527.49,-21911.44
3635,-40203.98,-31977.29
3636,-5935.52,-5940.37
3637,-41250.81,-42673.15
3638,-5933.21,-9831.93
3639,-29768.8,-36231.52
3640,-6028.63,-6026.58
3641,-29144.27,-37491.88
3642,-10536.73,-14463.78
3643,-38932.53,-39410.29
3644,-6000.94,-5991.1
3645,-27202.01,-26819.07
3646,-4964.74,-3934.67
3647,-32258.86,-33488.37
3648,-5760.74,-4985.4
3649,-259.94,-60.01
3650,-12351.27,-13394.38
3651,-38075.92,-37860.16
3652,-5832.45,-5825.3
3653,-15555.94,-11133.76
3654,-12890.98,-11194.05
3655,-3328.88,-2272.51
3656,-6037.39,-6051.59
3657,-23842.65,-18769.67
3658,-15986.28,-15092.23
3659,-28471.81,-28190.2
3660,-6014.87,-6017.43
3661,-34398.11,-29851.27
3662,-14254.86,-12075.03
3663,-12645.24,-17207.7
3664,-6016.65,-6022.63
3665,-13161.05,-6930.67
3666,-14664.29,-15469.01
3667,-33541.33,-33239.11
3668,-5995.72,-5992.32
3669,-36404.77,-33477.26
3670,-14654.87,-15062.44
3671,-39857.4,-39823.85
3672,-5883.65,-5583.78
3673,-17649.37,-23075.48
3674,-12903.01,-13660.23
3675,-38616.53,-38232.1
3676,-5959.19,-5932.41
3677,-23676.61,-20372.43
3678,-9960.3,-10056.36
3679,-38280.63,-37516.63
3680,-5793.28,-6042.14
3681,-28032.09,-16131.75
3682,-14224.37,-15744.07
3683,-37141.41,-38521.54
3684,-6020.98,-6017.07
3685,-30046.2,-32315.69
3686,-10984.52,-9782.94
3687,-38813.99,-38995.85
3688,-6025.33,-6061.3
3689,-37541.27,-38021.68
3690,-5511.69,-4567.11
3691,-37791.54,-37247.62
3692,-5855.1,-5859.38
3693,-28801.68,-28449.1
3694,-2616.79,-2604.94
3695,-8395.33,-7539.17
3696,-6062.02,-6067.01
3697,-22294.62,-24606.02
3698,-16395.17,-16889.83
3699,-37023.39,-36390.47
3700,-6029.01,-6026.27
3701,-8573.74,-6647.96
3702,-10377.39,-8389.08
3703,-36872.71,-35825.14
3704,-5814.61,-6019.37
3705,-2024.92,-2048.38
3706,-22527.49,-21911.44
3707,-40203.98,-31977.29
3708,-5935.52,-5940.37
3709,-41250.81,-42673.15
3710,-5933.21,-9831.93
3711,-29768.8,-36231.52
3712,-6028.63,-6026.58
3713,-29144.27,-37491.88
3714,-9455.16,-11048.0
3715,-36749.12,-34556.45
3716,-6028.65,-6064.2
3717,-9966.65,-10034.38
3718,-9675.71,-9463.03
3719,-35035.38,-35424.1
3720,-6020.07,-6011.2
3721,-11411.05,-13666.24
3722,-13844.64,-14438.92
3723,-35950.93,-35765.43
3724,-6063.86,-6073.38
3725,-28772.67,-26575.65
3726,-14347.67,-14573.84
3727,-38456.65,-38633.61
3728,-6050.86,-6046.65
3729,-36567.67,-37243.82
3730,-15048.93,-15865.12
3731,-34032.17,-33887.64
3732,-5987.47,-6010.63
3733,-35453.6,-36088.35
3734,-17759.04,-17045.12
3735,-38114.72,-38185.26
3736,-6019.15,-6014.18
3737,-34766.47,-34726.04
3738,-11816.29,-11992.5
3739,-38604.72,-38926.75
3740,-5761.2,-5740.35
3741,-30853.22,-28159.37
3742,-19158.38,-20338.11
3743,-37983.88,-39070.01
3744,-5676.98,-6078.76
3745,-33404.5,-27801.57
3746,-8356.09,-12291.56
3747,-36766.96,-37137.11
3748,-6077.44,-6097.12
3749,-30167.79,-33096.47
3750,-4326.08,-5812.19
3751,-20389.01,-25035.52
3752,-6022.93,-6038.2
3753,-32346.67,-30356.81
3754,-6338.33,-4164.43
3755,-1681.92,-183.07
3756,-6020.31,-6036.48
3757,-20056.19,-23585.14
3758,-18801.72,-19508.49
3759,-37837.91,-37523.31
3760,-6052.39,-6049.14
3761,-35931.66,-37604.0
3762,-7406.87,-7971.68
3763,-38976.06,-38771.97
3764,-6014.3,-6042.49
3765,-23195.67,-17217.15
3766,-10844.56,-11117.34
3767,-39509.8,-39458.97
3768,-6054.96,-6066.37
3769,-31210.93,-27353.96
3770,-17711.46,-17180.63
3771,-39948.19,-39996.57
3772,-6003.13,-5997.21
3773,-39085.53,-39262.77
3774,-10859.06,-10318.12
3775,-38466.12,-37349.77
3776,-6031.79,-6026.2
3777,-37721.73,-37601.31
3778,-4589.57,-6115.19
3779,-26531.57,-58.26
3780,-6052.18,-6063.93
3781,-14548.14,-26802.69
3782,-12212.77,-12054.22
3783,-38003.48,-37128.75
3784,-6007.57,-6018.65
3785,-32119.81,-36549.85
3786,-9960.3,-10056.36
3787,-38280.63,-37516.63
3788,-5793.28,-6042.14
3789,-28032.09,-16131.75
3790,-14224.37,-15744.07
3791,-37141.41,-38521.54
3792,-6020.98,-6017.07
3793,-30046.2,-32315.69
3794,-10984.52,-9782.94
3795,-38813.99,-38995.85
3796,-6025.33,-6061.3
3797,-37541.27,-38021.68
3798,-5511.69,-4567.11
3799,-37791.54,-37247.62
3800,-5855.1,-5859.38
