bb_idx,MT_TSCAPE
1624,0.017161
1625,0.035311
1626,0.087031
1627,0.055556
1628,0.017326
1629,0.486921
1630,0.034153
1631,0.047624
1632,0.136574
1633,0.194671
1634,0.033508
1635,0.210658
1636,0.042362
1637,0.047714
1638,0.119971
1639,0.109625
1640,0.032732
1641,0.310988
1642,0.025308
1643,0.039498
1644,0.102385
1645,0.112888
1646,0.020883
1647,0.339714
1648,0.054206
1649,0.100859
1650,0.216368
1651,0.209031
1652,0.044756
1653,0.281925
1654,0.026742
1655,0.031307
1656,0.120846
1657,0.105784
1658,0.026019
1659,0.372830
1660,0.052071
1661,0.154369
1662,0.176980
1663,0.222372
1664,0.045160
1665,0.488395
1666,0.056896
1667,0.098176
1668,0.253674
1669,0.249193
1670,0.052881
1671,0.321052
1672,0.024548
1673,0.040636
1674,0.172569
1675,0.156743
1676,0.030058
1677,0.635860
1678,0.060469
1679,0.131158
1680,0.226393
1681,0.259872
1682,0.050040
1683,0.215656
1684,0.028015
1685,0.045461
1686,0.186872
1687,0.151045
1688,0.035849
1689,0.486179
1690,0.044020
1691,0.098336
1692,0.168019
1693,0.195409
1694,0.043960
1695,0.389489
1696,0.051323
1697,0.127005
1698,0.210831
1699,0.276170
1700,0.058354
1701,0.331276
1702,0.038354
1703,0.063139
1704,0.220779
1705,0.208916
1706,0.047977
1707,0.398995
1708,0.037274
1709,0.079364
1710,0.176026
1711,0.209909
1712,0.047128
1713,0.214750
1714,0.027490
1715,0.053986
1716,0.170360
1717,0.128006
1718,0.028521
1719,0.372080
1720,0.034812
1721,0.099841
1722,0.178182
1723,0.180191
1724,0.039298
1725,0.396986
1726,0.095494
1727,0.160060
1728,0.383234
1729,0.315107
1730,0.062758
1731,0.157916
1732,0.016992
1733,0.017474
1734,0.121512
1735,0.067728
1736,0.017062
1737,0.380014
1738,0.066096
1739,0.296140
1740,0.207686
1741,0.322430
1742,0.067137
1743,0.100438
1744,0.011411
1745,0.013703
1746,0.097469
1747,0.059865
1748,0.015436
1749,0.599939
1750,0.095605
1751,0.313648
1752,0.293301
1753,0.322811
1754,0.059542
1755,0.084666
1756,0.016705
1757,0.016048
1758,0.083371
1759,0.071802
1760,0.019608
