bb_idx,MT_IMPROVE_mean_prediction_rf
2001,0.37198957487353956
582,0.36121252708857465
1314,0.36121252708857465
2002,0.36121252708857465
583,0.3901731119149826
1315,0.3901731119149826
2003,0.3901731119149826
584,0.3819027782419814
1316,0.3819027782419814
2004,0.3819027782419814
585,0.40072987052619047
1317,0.40072987052619047
2005,0.40072987052619047
586,0.3784242261320733
1318,0.3784242261320733
2006,0.3784242261320733
587,0.3787949683763725
1319,0.3787949683763725
2007,0.3787949683763725
588,0.37833874429809056
1320,0.37833874429809056
2008,0.37833874429809056
589,0.39551824457433055
590,0.39779016686709057
591,0.36836545587574787
592,0.39515216698810474
593,0.39881487163443563
594,0.4021901542897382
595,0.3856397060676758
596,0.39969995212032466
597,0.41715638769810487
598,0.4114244082624829
599,0.41127656007948143
600,0.411191849986866
601,0.44591002322506784
602,0.4421491649106394
603,0.44355676161707464
604,0.4451058410060444
689,0.4211597441083913
690,0.42117240585505594
691,0.376839340881411
692,0.4199739844502872
693,0.3715010639082382
694,0.4224856244677223
695,0.3715010639082382
696,0.3715010639082382
697,0.38465805224622723
698,0.39025360146814614
699,0.38465805224622723
700,0.38263468073536616
701,0.44523726165098304
702,0.4532701455375146
703,0.45827520079812495
704,0.45827520079812495
705,0.3787166772271505
706,0.3787166772271505
707,0.3787166772271505
708,0.3835640539290176
709,0.3630130666611
710,0.3637133458023413
711,0.3630122999944333
712,0.3637133458023413
713,0.3809665375227205
714,0.3809665375227205
715,0.37598288303682015
716,0.3804207796915163
717,0.3620214210859664
718,0.372375985789406
719,0.372375985789406
720,0.36202303819653947
721,0.37256086859964727
722,0.37256086859964727
723,0.37256086859964727
724,0.37256086859964727
725,0.40185276154415445
726,0.4033402721452936
727,0.40185276154415445
728,0.39157676581689727
729,0.3986889479382853
730,0.3983665965407873
731,0.3986905650488583
732,0.3996628812914646
733,0.40138018408718235
734,0.4014004654054812
735,0.39771192987036363
736,0.40138018408718235
737,0.4003139727799486
738,0.39953250570947024
739,0.3981375494168179
740,0.3999685763748354
741,0.3991625497595132
742,0.4002625509367805
743,0.39910016895845873
744,0.3827568369187221
745,0.36632888020191323
746,0.34795828923483274
747,0.36551896602286676
748,0.35660760217137855
749,0.3596110786457717
750,0.35781069874812677
751,0.3592272272124112
752,0.3602090708709845
753,0.35673529456304787
754,0.35470385177716446
755,0.3575130551284193
756,0.358270411849536
757,0.3655031723788735
758,0.3678865828028453
759,0.3639302837424358
760,0.3647236801432337
761,0.46855395123821186
762,0.4767069410385476
763,0.4686469215846948
764,0.505584065093935
765,0.4573561728026673
766,0.4881966827952026
767,0.4575761954233145
